"","U2OS","MCF7","GAMG","LN229","SF295","HEC108","HEC151","HEC251","HEC265","HEC59","HEC6","ISHIKAWAHERAKLIO02ER","JHUEM2","KLE","MFE319","SNGM","AMO1","BL70","EJM","GDM1","HT","KMS11","KU812","LP1","MC116","MOLM16","NOMO1","NUDUL1","OCIAML3","OCILY10","P3HR1","PL21","RPMI8226","SKM1","SUDHL4","SUDHL5","THP1","U937","WSUDLCL2","RCC10RGB","VMRCRCW","C2BBE1","CL34","CL40","COLO205","COLO320","COLO678","CW2","DLD1","GP2D","HCT116","HCT8","HT115","HT29","HT55","KM12","LOVO","LS123","LS180","LS411N","LS513","MDST8","NCIH508","RCM1","RKO","SKCO1","SNU1040","SNU175","SNU61","SNU81","SNUC2A","SNUC4","SNUC5","SW403","SW48","SW480","SW620","SW948","HEPG2","JHH6","SNU398","SNU449","A549","BEN","CAL12T","CALU3","CALU6","CHAGOK1","COLO668","COLO699","CORL23","CORL279","CORL51","CORL88","DMS273","DV90","EBC1","EPLC272H","HARA","HCC1195","HCC1359","HCC15","HCC1833","HCC2108","HCC2935","HCC33","HCC4006","HCC44","HCC78","HCC827","KNS62","LC1SQSF","LCLC103H","LCLC97TM1","LU65","LU99","LXF289","NCIH1048","NCIH1105","NCIH1299","NCIH1355","NCIH1373","NCIH1435","NCIH1437","NCIH1568","NCIH1573","NCIH1666","NCIH1694","NCIH1755","NCIH1781","NCIH1792","NCIH1793","NCIH1836","NCIH1876","NCIH1915","NCIH1930","NCIH1944","NCIH1963","NCIH1975","NCIH2009","NCIH2023","NCIH2029","NCIH2030","NCIH2073","NCIH2081","NCIH2110","NCIH2122","NCIH2126","NCIH2141","NCIH2172","NCIH2286","NCIH23","NCIH2342","NCIH2405","NCIH3255","NCIH358","NCIH441","NCIH460","NCIH522","NCIH596","NCIH650","NCIH661","NCIH727","NCIH810","NCIH82","NCIH841","RERFLCKJ","SCLC21H","SHP77","SKLU1","SQ1","T3M10","VMRCLCD","KYSE140","KYSE410","KYSE450","A2780","CAOV3","COV318","COV362","COV434","COV644","EFO21","EFO27","HEYA8","IGROV1","JHOC5","JHOM1","JHOS4","OAW42","OV7","OV90","OVCAR4","OVCAR8","OVK18","OVKATE","OVMANA","RKN","RMGI","RMUGS","SKOV3","SNU840","TYKNU","CAPAN2","CFPAC1","HPAC","HUPT4","KP3","PANC0327","PANC1005","PATU8902","QGP1","SUIT2","MSTO211H","NCIH2052","NCIH28","PC3","A375","COLO741","G361","HS852T","HS936T","HS944T","SKMEL1","SKMEL28","SKMEL5","G401","HT1080","AGS","FU97","KE97","MKN7","MKN74","NUGC4","SH10TC","HSC2","SCC9","5637","HT1376","KMBC2","RT4","UMUC3"
"FQI-1",NA,4.2076,NA,3.7108,NA,NA,2.056,NA,NA,NA,NA,NA,1.901,NA,NA,NA,3.011,NA,2.943,1.5712,NA,1.8789,NA,4.1433,NA,1.6633,2.4722,1.1758,2.1604,4.8986,NA,1.4434,2.2323,1.0643,3.8249,1.5623,3.2885,1.1202,1.9217,6.0809,NA,NA,3.8775,5.4851,NA,3.741,6.1937,3.7573,NA,NA,3.0452,4.8731,2.6044,6.1824,5.5505,2.943,3.0262,5.4412,2.9243,NA,NA,3.9369,3.4434,5.2376,2.4197,NA,4.4388,2.3683,4.2184,3.1299,NA,2.3823,3.3658,NA,NA,4.6216,3.9381,2.9557,6.6811,NA,3.6451,NA,NA,NA,5.059,NA,NA,NA,NA,3.8606,4.8814,NA,5.1301,NA,NA,NA,NA,NA,NA,6.2376,4.8262,3.9757,5.1333,4.2038,5.747,NA,3.3349,NA,NA,5.2114,NA,NA,NA,NA,NA,NA,NA,NA,4.2795,NA,NA,NA,NA,NA,NA,NA,NA,4.0414,4.8042,4.4503,NA,NA,3.6873,2.7834,NA,NA,NA,4.1899,NA,NA,6.4858,NA,5.2658,4.282,3.7487,5.2106,2.5318,NA,4.7168,5.5755,NA,NA,5.1446,NA,5.2678,NA,5.3836,5.4219,NA,2.7251,NA,NA,NA,NA,NA,2.7752,NA,3.5414,NA,4.9373,6.0312,4.7846,NA,NA,NA,NA,3.7607,4.0411,NA,4.9417,4.8599,4.5225,NA,5.5105,NA,5.3144,5.0565,3.8059,NA,5.4685,6.0214,4.2678,3.2738,3.21,3.4224,3.6393,NA,4.3774,4.7346,3.5235,NA,5.1568,3.9778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8831,NA,NA,NA,NA,NA,4.3919,7.6682,4.4832,NA,3.4372,3.545,NA,NA,NA,NA,NA,NA,NA,4.8655,NA,NA,NA,NA,NA
"2-fluoropalmitic acid",NA,4.5987,NA,6.2802,NA,NA,7.5281,NA,NA,NA,NA,NA,6.6832,NA,NA,NA,8.7261,NA,7.6263,6.4938,NA,7.8276,NA,6.5416,NA,8.3197,6.8279,5.5123,7.4286,7.5898,NA,6.819,7.1723,7.417,6.9373,7.318,6.7386,7.8272,7.019,NA,NA,NA,6.7685,6.1911,NA,7.1369,6.5068,6.7186,NA,NA,6.9827,6.863,7.0407,6.5207,5.9745,7.2724,6.8684,6.7117,8.2278,NA,NA,7.0463,6.6289,6.5789,7.1886,NA,6.9259,7.1549,6.1239,7.3068,NA,7.6336,7.4456,NA,NA,7.0606,6.5947,7.0968,5.9258,NA,7.5463,NA,NA,NA,7.4465,NA,NA,NA,NA,7.1268,7.5351,NA,7.8136,NA,NA,NA,NA,NA,NA,7.0473,7.5187,7.0733,6.6701,7.1014,7.2296,NA,6.4605,NA,NA,7.1999,NA,NA,NA,NA,NA,NA,NA,NA,6.8264,NA,NA,NA,NA,NA,NA,NA,NA,7.1879,7.1767,7.0495,NA,NA,6.7919,7.3896,NA,NA,NA,8.9847,NA,NA,6.7827,NA,7.0641,6.6684,6.6332,7.8324,6.5436,NA,9.002,7.1885,NA,NA,7.013,NA,7.5077,NA,6.9103,7.0573,NA,6.783,NA,NA,NA,NA,NA,6.2736,NA,7.4825,NA,7.367,7.2226,6.8251,NA,NA,NA,NA,7.3032,7.3716,NA,7.431,6.1594,7.398,NA,6.8526,NA,7.0325,7.0156,6.7596,NA,6.6988,6.5873,6.4518,6.7687,7.2539,7.015,7.4403,NA,7.2373,7.0249,6.2702,NA,3.9793,6.8694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7993,NA,NA,NA,NA,NA,6.7109,6.4021,6.9772,NA,6.8118,8.2551,NA,NA,NA,NA,NA,NA,NA,6.5011,NA,NA,NA,NA,NA
"rosiglitazone",NA,6.363,NA,6.5865,NA,NA,5.7659,NA,NA,NA,NA,NA,6.718,NA,NA,NA,6.0013,NA,6.6924,5.7093,NA,6.2372,NA,6.4981,NA,7.3659,6.4586,6.1267,6.2809,6.5834,NA,7.3343,5.9184,6.453,6.5448,6.3758,7.4001,6.2215,6.5946,6.9952,NA,NA,7.3151,7.8541,NA,6.6312,6.8815,6.2371,NA,NA,6.1772,6.4121,6.8873,6.9333,6.4733,6.8713,7.3496,6.8226,6.7401,NA,NA,7.0528,6.8677,7.243,7.285,NA,6.2899,9.0862,6.4463,7.4054,NA,6.2499,6.9994,NA,NA,5.6332,6.1166,7.2508,6.7485,NA,7.4783,NA,NA,NA,6.8903,NA,NA,NA,NA,6.5389,6.8437,NA,8.6423,NA,NA,NA,NA,NA,NA,6.5812,7.5032,6.7524,7.0987,5.2939,6.2552,NA,6.2188,NA,NA,6.364,NA,NA,NA,NA,NA,NA,NA,NA,6.5354,NA,NA,NA,NA,NA,NA,NA,NA,6.5345,5.5062,6.1842,NA,NA,7.1944,6.551,NA,NA,NA,6.2561,NA,NA,6.262,NA,5.9164,5.9386,7.1966,6.3075,6.575,NA,7.5641,6.3197,NA,NA,6.0246,NA,4.913,NA,6.562,5.8212,NA,6.2593,NA,NA,NA,NA,NA,6.3243,NA,6.8049,NA,6.8352,7.8689,6.5297,NA,NA,NA,NA,6.0831,7.0646,NA,7.0624,5.455,7.1085,NA,6.5586,NA,6.3935,5.1739,7.1916,NA,6.6437,6.9845,6.096,6.6246,5.4341,5.8817,5.9886,NA,6.6299,6.7541,6.5901,NA,6.852,6.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3022,NA,NA,NA,NA,NA,6.5766,7.4813,5.8965,NA,5.9858,8.0641,NA,NA,NA,NA,NA,NA,NA,6.6416,NA,NA,NA,NA,NA
"cyanoquinoline 11",NA,4.3774,NA,6.0562,NA,NA,3.1799,NA,NA,NA,NA,NA,5.4629,NA,NA,NA,4.6991,NA,4.6378,3.9674,NA,4.6103,NA,4.0063,NA,6.1091,4.2165,5.7028,4.2859,5.2585,NA,3.8048,4.607,3.7583,5.4181,6.1646,3.4381,4.4101,4.0792,7.4736,NA,NA,6.6174,6.629,NA,3.811,4.3782,3.5526,NA,NA,4.4253,6.6685,4.1005,5.184,3.8183,4.5901,4.3058,4.8058,3.9919,NA,NA,6.1816,5.2395,3.504,4.9895,NA,5.2064,3.937,5.8691,3.8933,NA,4.9616,2.7996,NA,NA,3.7762,3.8942,2.1287,6.7243,NA,5.1249,NA,NA,NA,3.8229,NA,NA,NA,NA,3.6209,5.5658,NA,4.9843,NA,NA,NA,NA,NA,NA,5.9213,7.4275,4.4718,4.7297,5.4526,2.0135,NA,2.4933,NA,NA,1.8338,NA,NA,NA,NA,NA,NA,NA,NA,3.8093,NA,NA,NA,NA,NA,NA,NA,NA,4.3411,5.2428,5.3224,NA,NA,3.0152,3.4101,NA,NA,NA,2.8024,NA,NA,5.0595,NA,5.3135,4.755,3.7966,4.7863,4.6737,NA,5.0887,5.8017,NA,NA,5.5543,NA,1.3092,NA,5.4418,5.6712,NA,4.8111,NA,NA,NA,NA,NA,4.3323,NA,4.0826,NA,5.1225,6.021,4.1129,NA,NA,NA,NA,5.4151,5.377,NA,4.9129,3.2929,4.6228,NA,5.4975,NA,4.9378,6.0316,6.3598,NA,7.2424,6.1749,5.8636,2.8508,3.1671,4.185,4.6026,NA,4.5556,3.1065,3.8368,NA,4.5139,4.5396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8895,NA,NA,NA,NA,NA,4.7351,7.1269,4.3733,NA,5.0143,3.8706,NA,NA,NA,NA,NA,NA,NA,3.8773,NA,NA,NA,NA,NA
"sparfosic acid",NA,6.9129,NA,6.5207,NA,NA,5.6803,NA,NA,NA,NA,NA,6.7011,NA,NA,NA,7.0898,NA,7.1184,6.4978,NA,6.7049,NA,7.1136,NA,6.9814,6.8918,6.8569,6.5861,6.9995,NA,7.2919,7.4701,6.4015,7.0103,7.467,7.1945,6.6211,7.0369,7.8196,NA,NA,6.6838,5.6728,NA,6.6786,5.6353,6.0445,NA,NA,7.1512,7.1752,7.1738,7.978,7.5314,6.0057,6.9113,6.8763,6.5886,NA,NA,6.6091,7.0339,7.3176,7.6168,NA,6.6471,6.9549,7.3791,5.178,NA,7.2757,7.0405,NA,NA,6.5381,6.6829,6.5078,7.7431,NA,8.6544,NA,NA,NA,7.3021,NA,NA,NA,NA,7.401,7.7123,NA,7.3566,NA,NA,NA,NA,NA,NA,7.2259,9.2649,7.2627,7.4997,7.0428,6.8711,NA,7.3328,NA,NA,7.2774,NA,NA,NA,NA,NA,NA,NA,NA,7.358,NA,NA,NA,NA,NA,NA,NA,NA,6.8636,7.4884,5.7636,NA,NA,7.9368,7.0815,NA,NA,NA,5.3875,NA,NA,7.2178,NA,7.0554,6.6204,7.2755,7.085,6.9427,NA,8.8191,7.0098,NA,NA,7.1557,NA,6.8271,NA,7.0549,6.463,NA,6.4607,NA,NA,NA,NA,NA,7.0744,NA,7.2089,NA,7.0751,6.7237,6.6734,NA,NA,NA,NA,6.3959,6.9912,NA,7.6463,6.9146,6.9337,NA,6.9242,NA,6.7723,6.8487,5.0925,NA,7.4884,6.7465,7.1345,6.3021,5.5416,6.2483,6.105,NA,6.6243,6.245,6.2964,NA,6.4922,6.9141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.559,NA,NA,NA,NA,NA,3.2607,7.8368,7.1006,NA,5.8474,2.26,NA,NA,NA,NA,NA,NA,NA,7.5359,NA,NA,NA,NA,NA
"fluoropyruvate",NA,6.2846,NA,6.3863,NA,NA,6.6909,NA,NA,NA,NA,NA,6.8095,NA,NA,NA,7.0134,NA,6.7982,7.1577,NA,5.9515,NA,6.5902,NA,6.5237,6.6836,5.0845,6.9349,5.9671,NA,6.4708,6.8897,5.995,6.5228,7.1408,7.1309,7.2116,7.4344,5.4362,NA,NA,6.546,6.1535,NA,8.2555,7.1532,6.8137,NA,NA,6.7675,6.7479,6.7941,6.6492,6.1645,4.0884,4.3466,6.7914,5.5005,NA,NA,6.7601,6.8212,7.1209,7.2376,NA,6.5388,6.2525,6.6959,6.6224,NA,7.1737,5.7896,NA,NA,6.0169,6.1616,6.8235,6.6987,NA,7.4816,NA,NA,NA,6.4658,NA,NA,NA,NA,6.239,6.7322,NA,7.5843,NA,NA,NA,NA,NA,NA,6.9387,6.8969,6.5846,6.7976,7.0677,6.543,NA,6.7107,NA,NA,6.7723,NA,NA,NA,NA,NA,NA,NA,NA,6.6403,NA,NA,NA,NA,NA,NA,NA,NA,6.5923,6.426,6.5284,NA,NA,7.1829,6.4796,NA,NA,NA,10.784,NA,NA,6.334,NA,6.6213,6.3949,6.6972,7.3734,6.8389,NA,6.7696,6.704,NA,NA,6.4007,NA,7.9771,NA,6.5095,6.9513,NA,5.5636,NA,NA,NA,NA,NA,6.7476,NA,6.0716,NA,6.8586,7.0185,5.7873,NA,NA,NA,NA,6.8195,6.8777,NA,7.1489,6.7376,6.7051,NA,7.0354,NA,6.8781,6.1676,5.3961,NA,7.5364,6.9808,5.6299,6.5605,6.1398,6.1753,6.4674,NA,5.7892,5.9564,5.8802,NA,6.7577,4.6323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7448,NA,NA,NA,NA,NA,6.6581,7.0429,7.1211,NA,6.7265,3.6612,NA,NA,NA,NA,NA,NA,NA,5.9878,NA,NA,NA,NA,NA
"RS-23597-190",NA,5.818,NA,6.7747,NA,NA,6.2713,NA,NA,NA,NA,NA,6.3761,NA,NA,NA,7.2328,NA,7.0227,5.0663,NA,5.6574,NA,7.9481,NA,6.2906,6.062,9.3707,4.3382,6.0155,NA,5.3237,6.0332,6.0543,6.1976,7.2649,6.687,6.715,6.7257,6.9106,NA,NA,6.3635,6.5673,NA,5.0791,5.9336,6.6058,NA,NA,6.082,7.0143,6.4472,6.2555,6.0945,6.1633,6.3135,7.1068,6.3094,NA,NA,7.6354,6.7938,6.6576,6.6422,NA,6.9181,5.7117,7.0081,6.6401,NA,6.6007,7.1979,NA,NA,6.4305,6.1864,6.8733,6.0786,NA,7.0411,NA,NA,NA,7.053,NA,NA,NA,NA,6.4408,7.8015,NA,7.2892,NA,NA,NA,NA,NA,NA,6.865,7.3622,6.1305,6.7941,6.4964,6.5,NA,6.818,NA,NA,7.166,NA,NA,NA,NA,NA,NA,NA,NA,6.2695,NA,NA,NA,NA,NA,NA,NA,NA,7.7056,6.7055,7.1806,NA,NA,6.4164,7.0208,NA,NA,NA,5.5651,NA,NA,7.0937,NA,7.0773,7.1856,6.7352,7.9091,6.2139,NA,8.8316,6.9852,NA,NA,6.4724,NA,8.7887,NA,6.8917,7.1899,NA,6,NA,NA,NA,NA,NA,6.9619,NA,6.0058,NA,6.8679,6.8873,5.5441,NA,NA,NA,NA,7.3618,6.459,NA,7.3723,5.0501,6.5574,NA,6.9867,NA,6.799,6.7605,7.0216,NA,7.6373,7.2915,6.4622,5.8022,5.1829,5.1997,4.864,NA,6.828,6.0218,5.6661,NA,6.3081,6.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0374,NA,NA,NA,NA,NA,6.1761,6.7965,6.7279,NA,6.8266,6.6154,NA,NA,NA,NA,NA,NA,NA,7.159,NA,NA,NA,NA,NA
"ML210",NA,6.2356,NA,5.5399,NA,NA,2.2633,NA,NA,NA,NA,NA,4.9916,NA,NA,NA,4.0334,NA,0.97813,0.056596,NA,0.72203,NA,4.8517,NA,0.066606,0.065755,0.30662,1.1139,6.6937,NA,0.087397,4.6209,0.10458,0.06524,0.072494,1.9381,0.72915,0.062527,0.096533,NA,NA,6.5321,4.2285,NA,2.672,2.2346,5.6294,NA,NA,6.2685,6.9368,7.001,5.4724,6.7729,0.70382,5.8817,0.66317,7.2506,NA,NA,0.32521,0.34944,6.3601,6.2353,NA,4.1599,6.2571,5.6743,5.8813,NA,1.504,5.5617,NA,NA,3.7945,6.446,0.48946,6.5294,NA,5.1371,NA,NA,NA,6.9152,NA,NA,NA,NA,6.4873,0.82671,NA,8.4675,NA,NA,NA,NA,NA,NA,5.7679,0.9704,5.132,1.8933,2.9882,6.8231,NA,4.6702,NA,NA,3.1055,NA,NA,NA,NA,NA,NA,NA,NA,7.0315,NA,NA,NA,NA,NA,NA,NA,NA,0.29243,4.7238,1.201,NA,NA,6.4655,4.3272,NA,NA,NA,1.5196,NA,NA,6.7219,NA,6.7401,5.2952,5.9394,4.872,6.7311,NA,5.146,6.7619,NA,NA,6.3664,NA,5.3872,NA,2.829,6.9502,NA,6.1324,NA,NA,NA,NA,NA,6.251,NA,0.38554,NA,5.7971,6.5039,4.105,NA,NA,NA,NA,2.0903,6.7305,NA,7.1759,2.7962,6.0312,NA,0.91099,NA,1.2363,0.72118,6.5658,NA,7.1694,4.7209,3.3559,0.13984,1.3816,0.58041,1.2506,NA,0.074113,0.38307,0.23535,NA,1.2984,1.8638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6117,NA,NA,NA,NA,NA,6.3704,6.9044,6.6457,NA,3.8801,7.3503,NA,NA,NA,NA,NA,NA,NA,7.1931,NA,NA,NA,NA,NA
"olaparib",NA,5.666,NA,5.8687,NA,NA,4.6909,NA,NA,NA,NA,NA,1.1964,NA,NA,NA,6.3824,NA,6.1853,4.046,NA,5.1966,NA,5.2795,NA,5.3567,7.0506,1.7841,3.6322,5.615,NA,5.9465,5.4659,3.0495,4.896,0.99828,2.9856,5.082,3.7819,7.4005,NA,NA,6.2158,6.1287,NA,6.3302,5.7834,5.6076,NA,NA,5.5171,7.3882,5.7371,6.1361,7.1344,6.2744,5.6414,6.1588,4.8052,NA,NA,5.7708,7.0541,6.712,7,NA,5.8232,5.105,6.9688,4.6887,NA,4.6663,5.5162,NA,NA,4.4665,5.2218,6.1971,7.4747,NA,6.5226,NA,NA,NA,6.1858,NA,NA,NA,NA,6.5286,6.91,NA,5.9754,NA,NA,NA,NA,NA,NA,6.7389,7.6868,5.8882,6.7367,5.6882,6.5482,NA,6.5372,NA,NA,6.2182,NA,NA,NA,NA,NA,NA,NA,NA,3.3191,NA,NA,NA,NA,NA,NA,NA,NA,4.2151,5.9008,5.967,NA,NA,6.9715,2.8016,NA,NA,NA,4.0836,NA,NA,6.4363,NA,6.1613,5.1028,5.3582,5.3628,6.1771,NA,6.4411,6.4435,NA,NA,5.4227,NA,5.5345,NA,6.376,6.3585,NA,3.1432,NA,NA,NA,NA,NA,6.2633,NA,5.4626,NA,4.9804,6.8313,6.1998,NA,NA,NA,NA,4.7574,5.0661,NA,5.0522,5.5972,6.6594,NA,6.2961,NA,5.6195,5.9322,5.9588,NA,7.2305,5.9301,5.52,5.0115,2.9763,4.0008,4.4766,NA,5.8201,5.5509,5.0852,NA,5.8794,4.1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8823,NA,NA,NA,NA,NA,6.6321,6.6865,6.6889,NA,4.7938,6.551,NA,NA,NA,NA,NA,NA,NA,6.3334,NA,NA,NA,NA,NA
"parbendazole",NA,4.6977,NA,4.299,NA,NA,1.9399,NA,NA,NA,NA,NA,1.9503,NA,NA,NA,2.3362,NA,2.4725,1.6901,NA,0.98583,NA,3.7705,NA,1.5083,2.0089,0.73098,1.5527,4.3323,NA,1.26,2.4836,1.1708,3.2653,1.3618,2.9271,1.6089,1.1614,NA,NA,NA,3.8032,4.7768,NA,3.6803,6.0386,3.5261,NA,NA,3.0237,4.6662,3.2229,6.1015,5.0778,2.6701,2.9459,5.5366,2.4336,NA,NA,3.7878,3.4174,6.0121,2.4319,NA,3.9745,2.1804,3.7383,3.2319,NA,2.338,2.857,NA,NA,5.6685,4.9969,3.2612,6.7816,NA,3.701,NA,NA,NA,4.5843,NA,NA,NA,NA,3.6643,4.008,NA,2.6805,NA,NA,NA,NA,NA,NA,6.2,4.2454,4.0849,4.878,4.0247,5.9611,NA,4.3446,NA,NA,5.3486,NA,NA,NA,NA,NA,NA,NA,NA,5.1505,NA,NA,NA,NA,NA,NA,NA,NA,3.8224,5.0216,3.7483,NA,NA,2.8704,2.5277,NA,NA,NA,2.6546,NA,NA,6.4993,NA,5.3407,3.8574,3.7106,5.8926,4.1063,NA,4.6868,5.5552,NA,NA,5.8424,NA,6.2868,NA,5.6231,5.2987,NA,2.9385,NA,NA,NA,NA,NA,2.4964,NA,3.287,NA,5.1061,5.2937,4.8114,NA,NA,NA,NA,3.1127,4.543,NA,5.028,4.7,4.3445,NA,5.542,NA,5.5211,4.5031,3.839,NA,5.0137,5.9298,4.544,2.9492,2.6848,2.8834,3.5342,NA,3.551,4.0245,3.776,NA,5.2521,4.1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8555,NA,NA,NA,NA,NA,4.2395,8.2342,4.0153,NA,3.4653,2.6835,NA,NA,NA,NA,NA,NA,NA,4.2428,NA,NA,NA,NA,NA
"QS-11",NA,5.1782,NA,5.5551,NA,NA,4.7423,NA,NA,NA,NA,NA,5.0452,NA,NA,NA,6.0335,NA,7.5397,4.2769,NA,4.9517,NA,6.4039,NA,6.8245,7.5347,1.9084,2.6866,5.6296,NA,5.8879,5.6552,2.6997,6.7125,3.9907,4.9316,5.4796,3.8412,7.52,NA,NA,6.986,5.5781,NA,5.8261,6.2402,6.0785,NA,NA,6.3735,5.9146,7.2576,6.2423,6.4848,5.6041,5.4851,3.2832,5.3648,NA,NA,5.9112,6.363,6.9175,7.2298,NA,6.2425,6.4677,6.603,5.873,NA,5.7837,6.1517,NA,NA,5.6936,7.2056,4.4323,5.5839,NA,7.1693,NA,NA,NA,5.4301,NA,NA,NA,NA,5.8323,6.806,NA,5.6684,NA,NA,NA,NA,NA,NA,6.305,7.2299,6.0651,7.1797,6.3615,6.3753,NA,5.8445,NA,NA,6.892,NA,NA,NA,NA,NA,NA,NA,NA,6.6375,NA,NA,NA,NA,NA,NA,NA,NA,5.2979,6.4142,6.0957,NA,NA,6.2135,5.55,NA,NA,NA,8.4085,NA,NA,6.8792,NA,6.1807,5.6841,5.3834,4.67,3.6933,NA,4.9086,5.0466,NA,NA,5.9644,NA,6.067,NA,6.7761,6.7239,NA,5.6003,NA,NA,NA,NA,NA,6.0814,NA,6.274,NA,7.1778,6.7931,6.3865,NA,NA,NA,NA,6.0997,6.9052,NA,6.5297,6.1161,5.2951,NA,7.5659,NA,6.3274,6.3301,6.239,NA,6.1214,6.2987,6.461,4.9547,5.831,5.3068,5.5714,NA,5.6294,5.8233,5.2364,NA,6.1909,5.7017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5214,NA,NA,NA,NA,NA,5.4224,5.9376,6.1888,NA,6.368,4.9339,NA,NA,NA,NA,NA,NA,NA,7.193,NA,NA,NA,NA,NA
"7-nitroindazole",NA,6.9658,NA,6.4467,NA,NA,6.4293,NA,NA,NA,NA,NA,6.7324,NA,NA,NA,6.4519,NA,6.8902,6.569,NA,6.923,NA,7.7526,NA,8.0051,6.5605,6.1475,5.7812,6.7732,NA,7.2332,6.7783,6.0491,7.3193,7.1792,7.5294,6.5568,6.8179,6.6027,NA,NA,7.049,7.287,NA,6.6835,6.9111,6.122,NA,NA,6.9608,6.5282,7.2236,7.5397,7.2005,7.0432,7.0749,6.6056,6.6185,NA,NA,6.7803,7.0955,7.1408,7.8814,NA,6.3967,8.4385,6.8768,7.8664,NA,7.327,6.6796,NA,NA,5.4426,6.7405,6.5135,7.0236,NA,7.3509,NA,NA,NA,6.8242,NA,NA,NA,NA,6.6741,6.765,NA,5.6768,NA,NA,NA,NA,NA,NA,7.0165,7.8134,6.4803,7.6095,5.9224,6.8226,NA,6.4715,NA,NA,7.0382,NA,NA,NA,NA,NA,NA,NA,NA,7.9077,NA,NA,NA,NA,NA,NA,NA,NA,6.386,6.2971,6.1751,NA,NA,6.178,7.0305,NA,NA,NA,6.4409,NA,NA,6.867,NA,6.5246,5.8745,7.4101,4.7306,6.3595,NA,6.7667,6.1882,NA,NA,6.1597,NA,6.2998,NA,6.209,6.5327,NA,6.5751,NA,NA,NA,NA,NA,7.3387,NA,7.7968,NA,6.7637,7.1735,5.8167,NA,NA,NA,NA,6.7779,7.0047,NA,6.8384,6.5536,6.9386,NA,6.975,NA,6.5406,6.837,6.4068,NA,7.3823,6.9542,6.973,6.6423,6.6879,6.3221,7.2796,NA,6.8989,6.6989,6.3538,NA,7.4042,7.1434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3407,NA,NA,NA,NA,NA,7.1768,7.3809,5.8069,NA,6.4346,7.0516,NA,NA,NA,NA,NA,NA,NA,6.7275,NA,NA,NA,NA,NA
"CIL41",NA,4.2894,NA,5.0615,NA,NA,3.8292,NA,NA,NA,NA,NA,4.771,NA,NA,NA,6.1516,NA,5.6007,3.9155,NA,3.9439,NA,4.4003,NA,6.5985,5.6633,4.8555,4.7856,5.3125,NA,4.6324,5.5997,5.888,6.8284,4.7141,6.3387,6.0777,4.8916,6.6172,NA,NA,7.0019,7.2002,NA,5.7519,5.9482,5.6098,NA,NA,6.5611,6.9404,6.0311,6.5965,6.8411,4.9618,6.2062,5.9733,5.3042,NA,NA,6.8778,5.6812,5.8415,6.1217,NA,6.3388,5.9132,5.5363,6.206,NA,6.1694,5.1028,NA,NA,4.6145,5.54,7.1109,7.1807,NA,3.8016,NA,NA,NA,6.0165,NA,NA,NA,NA,5.4744,6.1919,NA,4.347,NA,NA,NA,NA,NA,NA,5.9728,4.2446,6.0938,5.039,5.8139,5.9206,NA,5.0356,NA,NA,5.7508,NA,NA,NA,NA,NA,NA,NA,NA,5.6263,NA,NA,NA,NA,NA,NA,NA,NA,4.5529,6.2894,6.0108,NA,NA,5.0346,4.143,NA,NA,NA,4.6201,NA,NA,6.837,NA,6.1781,6.19,5.1932,6.5839,5.8396,NA,4.1124,6.2467,NA,NA,3.486,NA,6.9294,NA,6.1468,6.9532,NA,6.0883,NA,NA,NA,NA,NA,4.659,NA,3.8634,NA,6.316,6.1192,6.1263,NA,NA,NA,NA,4.4122,5.6228,NA,6.4153,4.1381,6.4062,NA,6.732,NA,2.7869,5.1817,7.0254,NA,7.1171,6.3734,5.8388,2.7356,4.1379,2.5055,2.8201,NA,2.0684,4.9741,4.341,NA,5.3448,5.4089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0987,NA,NA,NA,NA,NA,6.9455,6.9096,6.5435,NA,6.9473,5.3304,NA,NA,NA,NA,NA,NA,NA,6.8682,NA,NA,NA,NA,NA
